orgname	name	star_count	forks	issues	contributors	size
alphagov	cloudflare-configure	0	0	0	6	784
alphagov	call-rota	0	0	0	3	592
alphagov	gds-peoplefinder	0	0	1	1	296
alphagov	architecture-public	1	0	0	3	760
alphagov	performance-datastore	0	0	1	1	1220
alphagov	content-register	0	0	0	5	1116
alphagov	government-frontend	1	0	0	8	678
alphagov	performanceplatform-big-screen-view	0	0	0	4	2628
alphagov	performanceplatform-client.js	1	0	1	5	1936
alphagov	digitalmarketplace-api	1	0	2	4	1180
alphagov	digitalmarketplace-deployment	0	0	2	3	652
alphagov	performance-frontend	0	0	1	1	408
alphagov	courts-api	0	1	0	5	909
alphagov	govuk_template_ejs	0	0	0	3	807
alphagov	govuk-content-schemas	0	0	0	3	940
alphagov	puppet-heka	0	0	0	5	480
alphagov	performanceplatform-client.go	0	0	1	3	384
alphagov	publishing-api	0	0	0	2	560
alphagov	email-alert-monitor	0	0	1	2	292
alphagov	courts-frontend	1	0	0	2	488
alphagov	pp-self-serve	0	0	0	1	768
alphagov	digitalmarketplace-frontend-toolkit	2	0	0	2	2336
alphagov	performanceplatform-selfserve	0	0	0	5	5988
alphagov	gds-present	0	0	0	8	168
alphagov	performanceplatform-organisation-api	0	0	0	5	376
alphagov	entity-extractor	0	0	0	3	304
alphagov	puppet-pgpool2	0	0	0	1	100
alphagov	event-store	0	0	0	2	0
alphagov	entity-manager	0	0	0	2	0
alphagov	testify	0	0	0	1	970
alphagov	bigquery-download	0	0	0	1	0
