country,orgname,repname,watchers_count,forks,open_issues,size,52weeksactivity
Civic Hackers,everypolitician-scrapers,aland-lagting-wikipedia,0,0,0,3,0
Civic Hackers,everypolitician-scrapers,alands-lagting,0,0,0,96,0
Civic Hackers,everypolitician-scrapers,albania-assembly-wikidata,0,0,0,9,0
Civic Hackers,everypolitician-scrapers,albania-assembly-wp,0,0,0,136,0
Civic Hackers,everypolitician-scrapers,albania-kuvendi,0,0,0,5,0
Civic Hackers,everypolitician-scrapers,albania-kuvendi-wikipedia,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,Alderney,0,0,0,306,2
Civic Hackers,everypolitician-scrapers,algeria-assemblee,0,0,0,4,0
Civic Hackers,everypolitician-scrapers,algeria-national-assembly-wikidata,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,american-samoa-elections,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,american-samoa-representatives,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,andorra-consell-general,0,0,0,116,0
Civic Hackers,everypolitician-scrapers,andorra-consell-general-wikidata,0,0,0,5,0
Civic Hackers,everypolitician-scrapers,angola-national-assembly,0,0,0,132,0
Civic Hackers,everypolitician-scrapers,antigua-barbuda-election-centre,0,0,0,100,0
Civic Hackers,everypolitician-scrapers,antigua-barbuda-representatives-wikidata,0,0,0,4,0
Civic Hackers,everypolitician-scrapers,argentina-diputados,1,0,0,2,0
Civic Hackers,everypolitician-scrapers,argentina-diputados-wikidata,1,1,0,12,0
Civic Hackers,everypolitician-scrapers,argentina-senate,0,0,0,76,0
Civic Hackers,everypolitician-scrapers,argentina-senators-wikidata,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,armenia-assembly,0,0,0,2,0
Civic Hackers,everypolitician-scrapers,armenia-assembly-wikidata,0,0,0,5,0
Civic Hackers,everypolitician-scrapers,aruba-estates-members-wikidata,0,0,0,3,0
Civic Hackers,everypolitician-scrapers,aruba-parlamento,0,0,0,207,0
Civic Hackers,dclegalhackers,citation-hackathon,2,1,0,124,0
Civic Hackers,dclegalhackers,GitHubBasics,0,0,1,152,0
Civic Hackers,dclegalhackers,ideas,4,2,0,156,0
Civic Hackers,dclegalhackers,lehackie,1,0,0,236,0
Civic Hackers,datamade,abstention,0,0,0,3,4
Civic Hackers,datamade,address-matching,15,5,2,51442,0
Civic Hackers,datamade,address-matching-api,1,0,0,136,0
Civic Hackers,datamade,affinegap,11,2,1,38,0
Civic Hackers,datamade,alderman-factors,2,0,0,500,0
Civic Hackers,datamade,arrests,0,0,1,26,0
Civic Hackers,datamade,bigeasy-budget,3,1,0,4670,2
Civic Hackers,datamade,bravest-map-ever,1,0,0,596,0
Civic Hackers,datamade,cafha-opportunity-map,0,1,3,30098,4
Civic Hackers,datamade,canonicalize,0,1,3,132,0
Civic Hackers,datamade,CartoLib,1,2,3,238,37
Civic Hackers,datamade,categorical-distance,1,1,0,9,0
Civic Hackers,datamade,census_area,0,0,0,6,3
Civic Hackers,datamade,chi-councilmatic,4,10,48,21219,180
Civic Hackers,datamade,chicago-cube,0,0,0,1420,0
Civic Hackers,datamade,chicago-elections,0,0,7,195244,0
Civic Hackers,datamade,chicago-lots,2,4,1,7123,0
Civic Hackers,datamade,chicago-openelex,1,1,3,41,25
Civic Hackers,datamade,chicagoelections,0,0,0,32940,0
Civic Hackers,datamade,chicagojusticeproject,0,0,0,0,0
Civic Hackers,datamade,clearstreets-processing,5,0,4,60974,43
Civic Hackers,datamade,clearstreets-web,5,6,12,1825,27
Civic Hackers,datamade,codedeploy-test,0,0,0,128,0
Civic Hackers,datamade,council-flow,0,0,0,7,4
Civic Hackers,datamade,councilmatic-splash,0,0,0,8086,3
Civic Hackers,avoindata,aluerajat,0,0,0,472,0
Civic Hackers,avoindata,datavaalit-data,1,0,0,1236,0
Civic Hackers,avoindata,datavaalit-ehdokas-ja-tulostiedot,2,0,0,46752,0
Civic Hackers,avoindata,datavaalit-kuntatalous,0,1,1,162,0
Civic Hackers,avoindata,datavaalit-kuntatietoja,0,0,0,104,0
Civic Hackers,avoindata,datavaalit-luottamushenkilot,1,0,0,132,0
Civic Hackers,avoindata,datavaalit-vaalikoneet,1,0,0,41700,0
Civic Hackers,avoindata,julkinenliikenne,0,1,0,2197,0
Civic Hackers,avoindata,louhos,0,0,0,38456,0
Civic Hackers,avoindata,mml,0,0,0,312809,6
Civic Hackers,adhocteam,adhocteam.github.io,1,5,7,47480,93
Civic Hackers,adhocteam,bloom_public,0,0,0,10,0
Civic Hackers,adhocteam,cms-jira-tickler,0,0,0,132,0
Civic Hackers,adhocteam,coverage-validator,0,5,8,29156,5
Civic Hackers,adhocteam,fml,7,1,4,179,0
Civic Hackers,adhocteam,hc.gov-usasearch,0,0,0,90,0
Civic Hackers,adhocteam,homework,47,43,1,613,0
Civic Hackers,adhocteam,lunchux,0,0,13,1919,0
Civic Hackers,adhocteam,nppes_api,0,0,0,14,4
Civic Hackers,adhocteam,provider_taxonomy,0,0,0,194,17
Civic Hackers,adhocteam,tcpproxy,0,0,0,3,3
Civic Hackers,adhocteam,widget-poc,0,0,0,632,0
Civic Hackers,adhocteam,workspaces,0,0,6,253,0
Civic Hackers,everypolitician,close_old_pull_requests,0,0,5,30,34
Civic Hackers,everypolitician,combine_popolo_memberships,0,0,2,14,0
Civic Hackers,everypolitician,countries_json_updater,0,0,2,22,0
Civic Hackers,everypolitician,data_pr_change_summarizer,0,0,5,69,0
Civic Hackers,everypolitician,everypolitician,13,3,207,1108,0
Civic Hackers,everypolitician,everypolitician-data,35,8,337,1324757,33298
Civic Hackers,everypolitician,everypolitician-dataview-terms,0,0,0,16,0
Civic Hackers,everypolitician,everypolitician-docs,0,0,10,139,63
Civic Hackers,everypolitician,everypolitician-gender-summary,0,0,0,9,0
Civic Hackers,everypolitician,everypolitician-names,3,0,2,34630,32
Civic Hackers,everypolitician,everypolitician-popolo,6,2,20,1536,294
Civic Hackers,everypolitician,everypolitician-popolo-python,0,0,2,51,31
Civic Hackers,everypolitician,everypolitician-pull_request,0,0,0,829,0
Civic Hackers,everypolitician,everypolitician-python,0,0,1,11,11
Civic Hackers,everypolitician,everypolitician-ruby,2,0,5,1378,158
Civic Hackers,everypolitician,everypolitician-writeinpublic,0,0,1,26902,21
Civic Hackers,everypolitician,everypoliticianbot,0,0,1,17,0
Civic Hackers,everypolitician,facebook_username_extractor,0,0,0,8,0
Civic Hackers,everypolitician,field_serializer,0,0,4,10,12
Civic Hackers,everypolitician,gender-balance,12,1,47,1523,190
Civic Hackers,everypolitician,gender-balance-country-stats,0,0,1,337,0
Civic Hackers,everypolitician,image_cache,0,0,3,9,0
Civic Hackers,everypolitician,kuvakazim_updater,0,1,0,8,0
Civic Hackers,everypolitician,membership_matrix,0,0,8,732,0
Civic Hackers,everypolitician,morph_scraper,0,0,2,12,10
Civic Hackers,everypolitician,morph_scraper-database,0,0,1,36,25
Civic Hackers,everypolitician,ocd_lookup,0,0,1,10,0
Civic Hackers,everypolitician,parlparse-to-csv,0,0,0,108,0
Civic Hackers,everypolitician,parlparse-webhook-receiver,0,0,0,124,0
Civic Hackers,everypolitician,pull_request_cleaner,0,0,0,676,0
Civic Hackers,openaddressesuk,address-capture,0,0,1,220,0
Civic Hackers,openaddressesuk,address-entry-playground,0,0,0,480,0
Civic Hackers,openaddressesuk,angerfist,3,1,0,171,0
Civic Hackers,openaddressesuk,chas,0,0,3,464,0
Civic Hackers,openaddressesuk,chef-etl-ingester,0,0,0,180,0
Civic Hackers,openaddressesuk,common-ETL,4,1,9,910,0
Civic Hackers,openaddressesuk,companies_house,0,0,1,184,0
Civic Hackers,openaddressesuk,distiller,1,1,7,6189,0
Civic Hackers,openaddressesuk,ernest,1,0,6,1072,0
Civic Hackers,openaddressesuk,forum,2,0,29,160,0
Civic Hackers,openaddressesuk,hello-kitty,0,0,0,188,0
Civic Hackers,openaddressesuk,hippodamus,0,0,5,2568,0
Civic Hackers,openaddressesuk,indigester,0,0,0,212,0
Civic Hackers,openaddressesuk,inference-playground,0,0,0,328,0
Civic Hackers,openaddressesuk,IPN_2012,0,0,0,3720,0
Civic Hackers,openaddressesuk,jekylly,1,0,2,168,0
Civic Hackers,openaddressesuk,jess,0,0,1,380,0
Civic Hackers,openaddressesuk,mongoid_address_models,0,0,0,640,0
Civic Hackers,openaddressesuk,morph,0,0,0,2024,0
Civic Hackers,openaddressesuk,morph-docker-ruby,0,0,0,196,0
Civic Hackers,openaddressesuk,OLD_openaddressesuk.github.io,0,0,5,44674,0
Civic Hackers,openaddressesuk,OSSpatialResearch,1,0,0,8272,0
Civic Hackers,openaddressesuk,OS_Locator,0,0,0,30344,0
Civic Hackers,openaddressesuk,roadmap,1,0,58,120,0
Civic Hackers,civic-commons,opencivic,14,3,23,33051,0
Civic Hackers,ciudadanointeligente,abrelatam,0,3,0,60970,0
Civic Hackers,ciudadanointeligente,accesointeligente,3,3,4,48514,0
Civic Hackers,ciudadanointeligente,agendatransparencia,4,3,0,9078,0
Civic Hackers,ciudadanointeligente,AgendaTransparenciaDirectorioLegislativo,1,1,0,9824,172
Civic Hackers,ciudadanointeligente,arraigo,2,0,0,114,0
Civic Hackers,ciudadanointeligente,bill-it,18,10,36,29615,0
Civic Hackers,ciudadanointeligente,billit_representers,0,2,4,476,0
Civic Hackers,ciudadanointeligente,campanas,0,0,0,32,2
Civic Hackers,ciudadanointeligente,candidator,16,8,37,7734,0
Civic Hackers,ciudadanointeligente,candideitorg-django,1,1,2,628,0
Civic Hackers,ciudadanointeligente,check-it,9,5,6,3813,0
Civic Hackers,ciudadanointeligente,chilean_bill_scraper,0,0,0,212,0
Civic Hackers,ciudadanointeligente,ciudadanoi,5,13,14,222998,110
Civic Hackers,ciudadanointeligente,ciudadanoi-en,0,0,0,127964,3
Civic Hackers,ciudadanointeligente,ckanext-forms,2,0,0,127,0
Civic Hackers,ciudadanointeligente,ckanext-junar,2,1,0,128,0
Civic Hackers,ciudadanointeligente,cl-votes-scrapper,0,0,0,424,0
Civic Hackers,ciudadanointeligente,CLsinBinominal,1,0,0,136,0
Civic Hackers,ciudadanointeligente,comingsoon,0,1,0,21,13
Civic Hackers,ciudadanointeligente,d3-zoomable-wheel-value-sized,1,0,0,132,0
Civic Hackers,ciudadanointeligente,dal-functionality,0,0,0,1804,0
Civic Hackers,ciudadanointeligente,dal-portfolio,0,0,0,1804,0
Civic Hackers,ciudadanointeligente,dal-theme,0,0,0,2404,0
Civic Hackers,ciudadanointeligente,dalvalpo,0,0,0,10538,0
Civic Hackers,ciudadanointeligente,datos.ciudadanointeligente.org,0,0,0,3636,0
Civic Hackers,ciudadanointeligente,ddah-promises,0,0,0,96,0
Civic Hackers,codeandomonterrey,3de3-Monterrey,0,0,0,0,2
Civic Hackers,codeandomonterrey,codeando-monterrey-docs,2,0,0,4,0
Civic Hackers,codeandomonterrey,colisiones-viales,0,0,0,2396,0
Civic Hackers,codeandomonterrey,comovamosnl,0,3,0,192,0
Civic Hackers,codeandomonterrey,congresonlabierto,0,0,1,83,3
Civic Hackers,codeandomonterrey,elecciones2015,0,0,0,3584,0
Civic Hackers,planningalerts-scrapers,act,0,3,1,6,4
Civic Hackers,planningalerts-scrapers,albury,0,0,0,116,0
Civic Hackers,planningalerts-scrapers,armidale,0,0,0,2,2
Civic Hackers,planningalerts-scrapers,ashfield,0,0,1,1,1
Civic Hackers,planningalerts-scrapers,atdisplanningalertsfeed,0,1,1,60,13
Civic Hackers,planningalerts-scrapers,ballarat,0,0,1,120,0
Civic Hackers,planningalerts-scrapers,ballina_shire,0,1,1,6,7
Civic Hackers,planningalerts-scrapers,bankstown,0,3,0,73,1
Civic Hackers,planningalerts-scrapers,bathurst,0,0,0,1,1
Civic Hackers,planningalerts-scrapers,bellingen-shire,0,0,0,136,0
Civic Hackers,planningalerts-scrapers,berrigan,0,0,0,3,3
Civic Hackers,planningalerts-scrapers,blacktown_city,0,2,0,5,4
Civic Hackers,planningalerts-scrapers,blue-mountains,0,2,0,177,0
Civic Hackers,planningalerts-scrapers,bogan,0,0,1,1,2
Civic Hackers,planningalerts-scrapers,boroondara,0,0,0,100,0
Civic Hackers,planningalerts-scrapers,botany_bay,0,1,0,71,3
Civic Hackers,planningalerts-scrapers,brisbane,1,2,1,158,0
Civic Hackers,planningalerts-scrapers,bundaberg,0,2,0,71,2
Civic Hackers,planningalerts-scrapers,burnside,0,1,1,173,0
Civic Hackers,planningalerts-scrapers,campbelltown,0,3,0,6,3
Civic Hackers,planningalerts-scrapers,canterbury,0,2,0,5,5
Civic Hackers,sunlightpolicy,campaignfinance,1,0,0,112,0
Civic Hackers,sunlightpolicy,lobbying,0,1,0,112,0
Civic Hackers,sunlightpolicy,opendata,68,32,1,1872,44
Civic Hackers,sunlightpolicy,opendatapoliciesstatic,0,1,9,1676,16
Civic Hackers,sunlightpolicy,procurement,1,0,0,116,0
Civic Hackers,sunlightpolicy,publicrecords,0,0,0,0,1
Civic Hackers,sunlightpolicy,State-Open-Data-Census,11,2,25,263,0
Civic Hackers,sunlightpolicy,sunlightpolicy.github.io,0,0,0,188,0
Civic Hackers,civicninjas,butsudan,0,1,2,76,0
Civic Hackers,civicninjas,CitizenPowerBrigade,1,3,1,555,0
Civic Hackers,civicninjas,FieldPowerKit,0,3,2,2013,0
Civic Hackers,civicninjas,HealthAround.me,1,6,3,62640,0
Civic Hackers,civicninjas,HealthAround.me-frontend,1,3,0,240,0
Civic Hackers,civicninjas,HealthAround.me-saltstack,3,3,4,371,0
Civic Hackers,civicninjas,HealthAround.me-vagrant,0,0,0,168,0
Civic Hackers,civicninjas,open-search-map,0,0,0,588,0
Civic Hackers,civicninjas,Tasks,0,0,3,0,0
Civic Hackers,openfisca,calculette-impots-m-language-parser,3,1,0,7429,0
Civic Hackers,openfisca,calculette-impots-m-source-code,34,15,0,972,17
Civic Hackers,openfisca,calculette-impots-python,6,3,0,5439,0
Civic Hackers,openfisca,calculette-impots-vector-computing,0,1,0,1829,0
Civic Hackers,openfisca,calculette-impots-web-api,2,2,0,28,0
Civic Hackers,openfisca,calculette-impots-web-explorer,1,2,0,41,42
Civic Hackers,openfisca,combine-calculators,2,1,0,19603,39
Civic Hackers,openfisca,communication,0,0,0,12689,29
Civic Hackers,openfisca,ga,0,3,6,106440,0
Civic Hackers,openfisca,jupyter,0,0,1,23,0
Civic Hackers,openfisca,LawToCode,0,1,0,1900,0
Civic Hackers,openfisca,legislation-explorer,3,2,12,267,67
Civic Hackers,openfisca,legislation-ipp-to-code,0,3,1,2865,0
Civic Hackers,openfisca,openfisca-core,22,38,31,5958,271
Civic Hackers,openfisca,openfisca-dataviz-sunburst,0,0,0,448,0
Civic Hackers,openfisca,openfisca-douanes,2,0,0,1414,62
Civic Hackers,openfisca,openfisca-france,60,51,119,24786,758
Civic Hackers,openfisca,openfisca-france-data,2,14,7,3577,28
Civic Hackers,openfisca,openfisca-france-extension-revenu-de-base,1,1,0,46,0
Civic Hackers,openfisca,openfisca-france-indirect-taxation,3,12,19,109138,268
Civic Hackers,openfisca,openfisca-gitbook,5,3,6,292,493
Civic Hackers,openfisca,openfisca-graphql-server,0,0,0,26,0
Civic Hackers,openfisca,openfisca-ops,0,0,0,5,12
Civic Hackers,openfisca,openfisca-parsers,2,3,4,336,30
Civic Hackers,openfisca,openfisca-plugin-aggregates,1,8,2,68,0
Civic Hackers,openfisca,openfisca-plugin-inequality,0,3,0,136,0
Civic Hackers,openfisca,openfisca-qt,0,19,11,5702,0
Civic Hackers,openfisca,openfisca-spreadsheet,0,0,0,19160,0
Civic Hackers,openregister,address-matching-data,7,4,2,34180,68
Civic Hackers,openregister,addressbase-data,1,0,0,39,9
Civic Hackers,openregister,addressbase-demo,0,0,0,333,22
Civic Hackers,openregister,amenity-data,0,0,0,200,0
Civic Hackers,openregister,boundary-data,0,0,0,71208,0
Civic Hackers,openregister,cards,0,0,0,6,0
Civic Hackers,openregister,certificate-transparency-docker,0,0,0,12,0
Civic Hackers,openregister,check-demo,0,0,0,811,0
Civic Hackers,openregister,clinical-commissioning-group-data,0,0,0,176,0
Civic Hackers,openregister,company-data,0,0,0,10,6
Civic Hackers,openregister,conformance-test,0,0,0,35,56
Civic Hackers,openregister,country-data,2,2,0,638,89
Civic Hackers,openregister,country-update-demo,0,0,0,560,0
Civic Hackers,openregister,dashboard,0,0,0,85,0
Civic Hackers,openregister,demo-cookie-cutter,2,0,0,624,0
Civic Hackers,openregister,deployment,3,0,0,417,422
Civic Hackers,openregister,digital-marketplace-data,0,0,0,3,2
Civic Hackers,openregister,finder-demo,0,0,0,159,0
Civic Hackers,openregister,food-premises-demo,0,0,0,1131,0
Civic Hackers,openregister,food-premises-registration-demo,0,0,0,1188,0
Civic Hackers,openregister,food-ratings-data,0,0,1,15215,9
Civic Hackers,openregister,food-ratings-demo,0,0,0,1285,102
Civic Hackers,openregister,geoindex,0,0,0,760,0
Civic Hackers,openregister,government-domain-data,0,0,0,0,0
Civic Hackers,openregister,indexer,0,1,0,290,0
Civic Hackers,openregister,industry-data,1,0,1,16,0
Civic Hackers,openregister,integrity-tool,0,0,1,9,0
Civic Hackers,openregister,land-demo,1,0,0,572,0
Civic Hackers,developmentseed,2015.satsummit.io,0,0,0,1994,1
Civic Hackers,developmentseed,activity_consumer,1,1,0,103,0
Civic Hackers,developmentseed,activity_source,1,1,0,97,0
Civic Hackers,developmentseed,af-polling-search,1,3,17,4168,0
Civic Hackers,developmentseed,afghanistan-2014-analysis,10,2,1,1724,0
Civic Hackers,developmentseed,aodp-data,7,5,5,22583,0
Civic Hackers,developmentseed,api.work.vote,2,1,0,11146,0
Civic Hackers,developmentseed,AtriumDesign,26,5,0,473,0
Civic Hackers,developmentseed,atrium_features,38,17,3,680,0
Civic Hackers,developmentseed,atrium_kit,7,3,0,77,0
Civic Hackers,developmentseed,atrium_reader,11,4,0,96,0
Civic Hackers,developmentseed,atrium_searchlight,6,3,0,547,0
Civic Hackers,developmentseed,AWiderCircle,0,0,0,632,0
Civic Hackers,developmentseed,backbone-dirty,10,4,1,106,0
Civic Hackers,developmentseed,backbone-proxy,4,2,0,91,0
Civic Hackers,developmentseed,backbone-simpledb,5,2,0,100,0
Civic Hackers,developmentseed,backbone-stash,3,3,1,114,0
Civic Hackers,developmentseed,bikeshare-dc,0,1,5,6760,0
Civic Hackers,developmentseed,blue-pencil,3,2,5,56,0
Civic Hackers,developmentseed,blue-pencil-server,1,2,3,14,0
Civic Hackers,developmentseed,bones,507,36,26,684,0
Civic Hackers,developmentseed,bones-admin,5,3,2,145,0
Civic Hackers,developmentseed,bones-auth,17,2,8,317,0
Civic Hackers,developmentseed,bones-document,4,3,6,155,0
Civic Hackers,developmentseed,bones-passport,7,5,1,88,0
Civic Hackers,developmentseed,bones-recaptcha,2,1,0,98,0
Civic Hackers,developmentseed,cached-vector-tile,2,0,0,111,4
Civic Hackers,developmentseed,caffe-fcn,8,4,1,1230,8
Civic Hackers,codeforoakland,510eat,3,1,0,1241,0
Civic Hackers,codeforoakland,Pimp-My-Bus-Stop,2,0,1,100,0
Civic Hackers,opendatalab-de,blog,0,0,0,11036,26
Civic Hackers,opendatalab-de,bots,1,0,0,1429,118
Civic Hackers,opendatalab-de,checkgermany,1,0,0,8792,0
Civic Hackers,opendatalab-de,click-that-hood-generator,0,0,0,19248,0
Civic Hackers,opendatalab-de,codeweek,1,0,0,1260,0
Civic Hackers,opendatalab-de,crop-resize-client.js,0,0,0,264,1
Civic Hackers,opendatalab-de,gemeinde-api-mockup,0,0,0,1124,0
Civic Hackers,opendatalab-de,gemeinde-rss,0,0,0,240,0
Civic Hackers,opendatalab-de,gemeinde-scraper-tools,0,1,0,184,0
Civic Hackers,opendatalab-de,geojson-jackson,76,40,4,98,15
Civic Hackers,opendatalab-de,git-workshop,0,0,0,156,0
Civic Hackers,opendatalab-de,java-converter-tools,0,0,0,1840,0
Civic Hackers,opendatalab-de,recycling-map,3,1,0,6556,16
Civic Hackers,opendatalab-de,simple-geodata-selector,11,0,0,90415,12
Civic Hackers,opendatalab-de,zugferd,1,1,0,192,0
Civic Hackers,opendatateam,croquemort,15,2,7,66,17
Civic Hackers,opendatateam,udata,45,21,39,7830,666
Civic Hackers,opendatateam,udata-id,1,0,1,15,1
Civic Hackers,opendatateam,udata-piwik,1,3,0,26,4
Civic Hackers,opendatateam,udata-youckan,0,2,1,30,4
Civic Hackers,opendata,CKAN-Export,0,0,0,125,0
Civic Hackers,opendata,CKAN-Multisite-Plans,19,5,18,447,0
Civic Hackers,opendata,contracts,0,0,0,145,0
Civic Hackers,opendata,Data-Ecosystems,38,7,4,464,0
Civic Hackers,opendata,Gov-Data-Hosting,0,0,8,104,0
Civic Hackers,opendata,How-To,26,7,5,12556,0
Civic Hackers,opendata,Hunting-and-Fishing,15,2,21,7591,9
Civic Hackers,opendata,JSONify,20,5,3,193,0
Civic Hackers,opendata,Legal-Synonyms,17,3,9,177097,0
Civic Hackers,opendata,lmgtdfy,101,11,20,581,0
Civic Hackers,opendata,mapping-laws-us,0,0,0,1326,0
Civic Hackers,opendata,Open-Data-Needs,18,0,13,128,0
Civic Hackers,opendata,Open-Data-Policies,2,1,0,151,0
Civic Hackers,opendata,Powered-By,0,1,4,164,0
Civic Hackers,opendata,SSN-Redaction,6,0,3,13280,0
Civic Hackers,opendata,State-Data-Census,3,0,0,228,0
Civic Hackers,opendata,usopendata.org,8,6,0,2463,49
Civic Hackers,openstates,openstates.org-tmp,0,0,0,7207,16
Civic Hackers,codesy,codesy,11,8,35,1410,431
Civic Hackers,codesy,codesy.github.io,0,2,3,586,0
Civic Hackers,codesy,mockups,0,0,0,192,0
Civic Hackers,codesy,old-clojure-backend,0,1,8,442,0
Civic Hackers,codesy,old-firefox-addon,0,3,6,337,0
Civic Hackers,codesy,old-ruby-backend,2,4,8,867,0
Civic Hackers,codesy,widgets,3,2,5,440,78
Civic Hackers,democracyworks,aws-toolbox,0,0,0,132,0
Civic Hackers,democracyworks,ballot-notification-works,0,0,1,79,30
Civic Hackers,democracyworks,bifrost,1,0,1,30,0
Civic Hackers,democracyworks,buildkite-agent-consul,0,0,0,20,0
Civic Hackers,democracyworks,clj-smartystreets,1,0,0,22,0
Civic Hackers,democracyworks,consul-coreos,60,15,2,26,7
Civic Hackers,democracyworks,datomic-console-docker,0,0,0,128,0
Civic Hackers,democracyworks,datomic-toolbox,13,0,1,79,0
Civic Hackers,democracyworks,democracyworks.github.io,0,0,0,604,0
Civic Hackers,democracyworks,didor,4,0,0,26,0
Civic Hackers,democracyworks,docker-builds,4,0,0,516,0
Civic Hackers,democracyworks,docker-haproxy,1,2,0,132,0
Civic Hackers,democracyworks,docker-wercker-box,0,0,0,116,0
Civic Hackers,democracyworks,dog-catcher,2,0,4,1761,0
Civic Hackers,democracyworks,duplicity-cookbook,2,1,0,96,0
Civic Hackers,democracyworks,election-authority-http-api,0,0,0,17,0
Civic Hackers,democracyworks,election-authority-works,0,0,2,204,189
Civic Hackers,democracyworks,election-http-api,0,0,0,20,0
Civic Hackers,democracyworks,election-mail-http-api,0,0,0,21,0
Civic Hackers,democracyworks,election-mail-works,0,0,2,93,81
Civic Hackers,civicdataeu,eu-budget-scraper,4,0,1,3246,0
Civic Hackers,civicdataeu,openinterests.eu,32,3,3,10060,0
Civic Hackers,civicdataeu,parltrack,27,9,5,1430,23
Civic Hackers,civicdataeu,rapex,3,0,0,2292,0
Civic Hackers,open311,georeport-tabular-data-package,0,0,0,0,2
Civic Hackers,open311,open311-wp-bootstrap,0,0,0,220,0
Civic Hackers,open311,open311.github.io,13,25,42,402,35
Civic Hackers,open311,schema-validation,2,0,2,3578,6
Civic Hackers,open311,swagger-open311,3,7,11,219,4
Civic Hackers,open311,xml-tools,1,0,0,124,0
Civic Hackers,opendatahk,hansard,0,0,1,100,0
Civic Hackers,opendatahk,legco_members,5,2,1,163,0
Civic Hackers,opendatahk,tramways,4,0,0,136,0
Civic Hackers,opencolorado,.NET-Wrapper-for-CKAN-API,12,4,6,4928,0
Civic Hackers,opencolorado,OpenColorado-Tools-and-Utilities,17,5,0,500,0
Civic Hackers,opencolorado,OpenColorado-UX,2,0,1,6184,0
Civic Hackers,opencolorado,OpenDataMap,5,1,0,135,0
Civic Hackers,opencolorado,PHP-Wrapper-for-CKAN-API,8,6,0,21,3
Civic Hackers,openbudget,bubbles,0,0,0,0,0
Civic Hackers,openbudget,km-profile-pics,0,2,0,244,0
Civic Hackers,openbudget,open-budget-api,2,9,3,17613,32
Civic Hackers,openbudget,open-budget-data,6,14,7,354888,47
Civic Hackers,openbudget,open-budget-data-api,0,0,0,1,1
Civic Hackers,openbudget,open-budget-frontend,13,29,91,3545,239
Civic Hackers,openbudget,open-budget-search-api,0,0,0,0,0
Civic Hackers,openbudget,procurement-dashboard-files,0,0,0,7,9
Civic Hackers,openbudget,redash-telegram-bot,0,0,0,12,21
Civic Hackers,openbudget,zopamico,0,1,0,1432,0
Civic Hackers,open-data-standards,data-catalog-schema,11,0,1,267,0
Civic Hackers,open-data-standards,data-schemas,2,6,2,249,0
Civic Hackers,open-data-standards,lives,1,2,2,2215,2
Civic Hackers,open-data-standards,open-data-standards.github.com,4,0,0,500,0
Civic Hackers,open-data-standards,permitdata.org,22,5,35,165,7
Civic Hackers,lisbon-opendata,census-processor,1,0,6,420,0
Civic Hackers,lisbon-opendata,views-on-lisbon,0,0,0,304,0
Civic Hackers,opendatatrentino,ckan-api-client,5,2,7,1789,0
Civic Hackers,opendatatrentino,ckan-api-proxy,1,0,0,140,0
Civic Hackers,opendatatrentino,ckan-api-v2-tests,0,0,0,668,0
Civic Hackers,opendatatrentino,ckan-custom-translations,3,2,1,1115,0
Civic Hackers,opendatatrentino,ckan-customization,0,0,0,864,0
Civic Hackers,opendatatrentino,ckan-utils,0,0,0,108,0
Civic Hackers,opendatatrentino,CKANalyze,1,0,5,2252,0
Civic Hackers,opendatatrentino,ckanext-datitrentinoit,0,2,0,4624,0
Civic Hackers,opendatatrentino,ckanext-patcategories,0,0,0,116,0
Civic Hackers,opendatatrentino,ckanext-patform,0,0,0,132,0
Civic Hackers,opendatatrentino,ckanext-patgeo,0,0,0,140,0
Civic Hackers,opendatatrentino,ckanext-patstatweb,1,0,0,176,0
Civic Hackers,opendatatrentino,ckanext-sentry,2,1,1,132,0
Civic Hackers,opendatatrentino,column-recognizers,1,1,3,1005,3
Civic Hackers,opendatatrentino,data,0,0,0,100,0
Civic Hackers,opendatatrentino,dati.trentino.it,0,0,0,15694,0
Civic Hackers,opendatatrentino,datitrentinoit_pictures,0,0,0,0,0
Civic Hackers,opendatatrentino,dcat-ap,0,0,0,8,4
Civic Hackers,opendatatrentino,disi-open-data-client,0,0,24,1062,7
Civic Hackers,opendatatrentino,dt-reporter,0,0,1,168,0
Civic Hackers,opendatatrentino,jackan,7,6,6,13025,0
Civic Hackers,opendatatrentino,josman,0,0,6,4226,9
Civic Hackers,opendatatrentino,josman-maven-plugin,0,0,18,3965,11
Civic Hackers,opendatatrentino,josman-tester,0,0,0,46,1
Civic Hackers,opendatatrentino,misc,0,0,0,156,0
Civic Hackers,opendatatrentino,MITT,3,0,0,34248,0
Denmark,skat,centos-docker,0,0,0,360,0
Denmark,skat,geni-reference-groovy,0,0,0,38,0
Denmark,skat,ITU-summerschool-dividend-tax,0,0,1,15,0
Denmark,skat,ITU-summerschool-Motorregister,2,0,1,36,0
Denmark,skat,rente_schemas,0,0,0,91,0
Philippines,govph,govph.github.io,0,0,0,13,0
Philippines,govph,ogp-ckan-agency-management-tool,1,0,0,35670,0
Philippines,igovphil,gwt-drupal,3,9,1,1715,0
Philippines,igovphil,gwt-drupal8,0,0,0,923,0
